Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
11989,The Plague,Albert Camus,"Camus, Albert",Stuart Gilbert,"=""""","=""""",3,4.02,Vintage International,Paperback,308,1991,1947,2023/08/16,2022/01/05,,,read,3.5,,,1,0
35887237,"Reader, Come Home: The Reading Brain in a Digital World",Maryanne Wolf,"Wolf, Maryanne",,"=""0062388797""","=""9780062388797""",4,3.87,Harper,ebook,272,2018,2018,2023/02/19,2023/02/11,,,read,,,,1,0
841446,"Essays in Zen Buddhism, First Series",D.T. Suzuki,"Suzuki, D.T.",Christmas Humphreys,"=""0802151183""","=""9780802151186""",0,4.25,Grove Press,Paperback,388,1994,1925,,2023/08/11,to-read,to-read (#222),to-read,,,,0,0
30231806,"Goodbye, Things: The New Japanese Minimalism",Fumio Sasaki,"Sasaki, Fumio",,"=""0393609030""","=""9780393609035""",0,3.80,W. W. Norton & Company,Hardcover,259,2017,2015,,2023/08/11,to-read,to-read (#221),to-read,,,,0,0
2924801,Dr Zhivago,Nancy Stanley,"Stanley, Nancy",Boris Pasternak,"=""1405882425""","=""9781405882422""",0,3.91,Penguin Readers UK,Paperback,77,2008,,,2023/08/05,to-read,to-read (#220),to-read,,,,0,0
62031986,DJ Culture: Diskjockeys und Popkultur,Ulf Poschardt,"Poschardt, Ulf",,"=""3608502262""","=""9783608502268""",0,3.95,Tropen,Hardcover,0,2015,1997,,2023/07/30,currently-reading,currently-reading (#3),currently-reading,,,,1,0
10087892,All Things Shining: Reading the Western Classics to Find Meaning in a Secular Age,Hubert L. Dreyfus,"Dreyfus, Hubert L.",Sean Dorrance Kelly,"=""1439101701""","=""9781439101704""",3,3.73,Free Press,Kindle Edition,272,2011,2010,2023/07/27,2023/04/17,,,read,2.5. Not nearly as insightful as I'd hoped it to be.,,,1,0
55964,William James and The Varieties of Religious Experience: A Centenary Celebration,Jeremy Carrette,"Carrette, Jeremy",,"=""0415333458""","=""9780415333450""",0,4.12,Routledge,Hardcover,272,2004,2004,,2023/07/26,to-read,to-read (#219),to-read,,,,0,0
78275,The Wayward Bus,John Steinbeck,"Steinbeck, John",Gary Scharnhorst,"=""0142437875""","=""9780142437872""",0,3.87,Penguin Classics,Paperback,261,2006,1947,,2023/07/26,to-read,to-read (#218),to-read,,,,0,0
39067892,Cognitive Behavioral Therapy: Techniques for Retraining Your Brain,Jason M. Satterfield,"Satterfield, Jason M.",,"=""1629971359""","=""9781629971353""",4,4.05,Great Courses,Audio CD,,2015,2015,2023/07/24,2023/07/16,,,read,,,,1,0
63699,Chickenhawk,Robert Mason,"Mason, Robert",,"=""0143035711""","=""9780143035718""",4,4.24,Penguin Books,Paperback,512,2005,1983,2023/07/23,2022/10/06,,,read,,,,1,0
3328218,The Story of Human Language,John McWhorter,"McWhorter, John",,"=""1565859472""","=""9781565859470""",4,4.41,Teaching Company,Audio CD,19,2004,2004,2023/07/23,2023/07/16,,,read,,,,1,0
58955313,"The Matter With Things: Our Brains, Our Delusions, and the Unmaking of the World",Iain McGilchrist,"McGilchrist, Iain",,"=""1914568060""","=""9781914568060""",0,4.81,Perspectiva,Hardcover,1500,2021,2021,,2023/07/22,to-read,to-read (#217),to-read,,,,0,0
31670587,The Patterning Instinct: A Cultural History of Humanity's Search for Meaning,Jeremy Lent,"Lent, Jeremy",Fritjof Capra,"=""1633882934""","=""9781633882935""",0,4.26,Prometheus,Hardcover,576,2017,2017,,2023/07/22,to-read,to-read (#216),to-read,,,,0,0
55836847,The Web of Meaning: Integrating Science and Traditional Wisdom to Find our Place in the Universe,Jeremy Lent,"Lent, Jeremy",,"=""0865719543""","=""9780865719545""",0,4.28,New Society Publishers,Hardcover,528,2021,2021,,2023/07/22,to-read,to-read (#215),to-read,,,,0,0
20708725,"A Theory of Everything: An Integral Vision for Business, Politics, Science and Spirituality",Ken Wilber,"Wilber, Ken",,"=""0834823047""","=""""",0,3.94,Shambhala,Kindle Edition,196,2001,1996,,2023/07/22,to-read,to-read (#214),to-read,,,,0,0
27214308,End the Insomnia Struggle: A Step-by-Step Guide to Help You Get to Sleep and Stay Asleep,Colleen Ehrnstrom PhD  ABPP,"ABPP, Colleen Ehrnstrom PhD",Alisha L. Brosse,"=""1626253439""","=""9781626253438""",0,3.81,New Harbinger Publications,Paperback,232,2016,2016,,2023/07/18,to-read,to-read (#213),to-read,,,,0,0
534304,The Power of Babel: A Natural History of Language,John McWhorter,"McWhorter, John",,"=""006052085X""","=""9780060520854""",0,4.00,Harper Perennial,Paperback,352,2003,2001,,2023/07/04,to-read,to-read (#212),to-read,,,,0,0
123632,Man and His Symbols,C.G. Jung,"Jung, C.G.","Joseph L. Henderson, Aniela Jaffé, Jolande Jacobi, John    Freeman, Marie-Louise von Franz","=""0440351839""","=""9780440351832""",0,4.19,Dell,Mass Market Paperback,415,1968,1964,,2023/07/16,currently-reading,currently-reading (#2),currently-reading,,,,1,0
243601,"Imperium (Cicero, #1)",Robert   Harris,"Harris, Robert",,"=""074326603X""","=""9780743266031""",0,4.12,Simon & Schuster,Hardcover,305,2006,2006,,2023/07/15,to-read,to-read (#211),to-read,,,,0,0
56842,Fatherland,Robert   Harris,"Harris, Robert",,"=""0061006629""","=""9780061006623""",0,4.00,Harper Paperbacks,Paperback,380,1992,1992,,2023/07/15,to-read,to-read (#210),to-read,,,,0,0
58231775,Peach Blossom Spring,Melissa Fu,"Fu, Melissa",,"=""0316286737""","=""9780316286732""",0,4.19,"Little, Brown and Company",Hardcover,400,2022,2022,,2023/07/15,to-read,to-read (#209),to-read,,,,0,0
28116739,"Other Minds: The Octopus, the Sea, and the Deep Origins of Consciousness",Peter Godfrey-Smith,"Godfrey-Smith, Peter",,"=""0374227764""","=""9780374227760""",0,3.88,"Farrar, Straus and Giroux",Hardcover,257,2016,2016,,2023/07/14,to-read,to-read (#208),to-read,,,,0,0
43078259,Islamic Empires: Fifteen Cities that Define a Civilization,Justin Marozzi,"Marozzi, Justin",,"=""0241199042""","=""9780241199046""",0,4.01,Allen Lane,Hardcover,512,2019,2019,,2023/07/12,to-read,to-read (#207),to-read,,,,0,0
57282028,God: An Anatomy,Francesca Stavrakopoulou,"Stavrakopoulou, Francesca",,"=""0525520457""","=""9780525520450""",0,4.22,Knopf,Hardcover,608,2022,2021,,2023/07/12,to-read,to-read (#206),to-read,,,,0,0
6149,Beloved,Toni Morrison,"Morrison, Toni",,"=""""","=""9781400033416""",0,3.94,Vintage,Paperback,324,2004,1987,,2023/07/08,to-read,to-read (#205),to-read,,,,0,0
503994,A Rage to Live (Modern Library Classics),John O'Hara,"O'Hara, John",Louis Begley,"=""0812971353""","=""9780812971354""",0,3.74,The Modern Library,Paperback,752,2009,1949,,2023/07/07,to-read,to-read (#204),to-read,,,,0,0
6666101,The Mindfulness Solution: Everyday Practices for Everyday Problems,Ronald D. Siegel,"Siegel, Ronald D.",,"=""1606232940""","=""9781606232941""",0,4.04,The Guilford Press,Paperback,356,2010,2009,,2023/07/05,to-read,to-read (#203),to-read,,,,0,0
61238292,Psych: The Story of the Human Mind,Paul Bloom,"Bloom, Paul",,"=""0063096358""","=""9780063096356""",0,4.17,Ecco,Hardcover,464,2023,2023,,2023/07/05,to-read,to-read (#202),to-read,,,,0,0
225947,The History of the Ancient World: From the Earliest Accounts to the Fall of Rome,Susan Wise Bauer,"Bauer, Susan Wise",,"=""039305974X""","=""9780393059748""",4,4.10,W. W. Norton & Company ,Hardcover,896,2007,2007,2023/07/04,2022/01/08,,,read,,,,1,0
7863,Set The Night On Fire: L.A. in the Sixties,Mike  Davis,"Davis, Mike",Jon Wiener,"=""0805075704""","=""9780805075700""",0,4.39,Verso Books,Hardcover,800,2020,2020,,2023/07/03,to-read,to-read (#201),to-read,,,,0,0
57007682,Set the Night on Fire,Robby Krieger,"Krieger, Robby",Jeff Alulis,"=""0316243345""","=""9780316243346""",0,4.41,"Little, Brown and Company",Hardcover,422,2021,2021,,2023/07/03,to-read,to-read (#200),to-read,,,,0,0
38400400,The Art of Logic in an Illogical World,Eugenia Cheng,"Cheng, Eugenia",,"=""1541672488""","=""9781541672482""",0,3.48,Basic Books,Hardcover,320,2018,2018,,2023/07/03,to-read,to-read (#199),to-read,,,,0,0
13256287,Eroticism,Georges Bataille,"Bataille, Georges",,"=""0141195568""","=""9780141195568""",0,4.06,Penguin Classic,Paperback,276,2012,1957,,2023/07/03,to-read,to-read (#198),to-read,,,,0,0
132473,Educating Eve: The Language Instinct Debate,Geoffrey Sampson,"Sampson, Geoffrey",,"=""0304702900""","=""9780304702909""",0,3.79,UNKNO,Perfect Paperback,160,1999,1998,,2023/07/01,to-read,to-read (#197),to-read,,,,0,0
218818,The Real Eve: Modern Man's Journey Out of Africa,Stephen Oppenheimer,"Oppenheimer, Stephen",,"=""0786711922""","=""9780786711925""",0,4.00,Basic Books,Hardcover,320,2003,2003,,2023/06/29,to-read,to-read (#196),to-read,,,,0,0
18342769,"The Psychology Book: From Shamanism to Cutting-Edge Neuroscience, 250 Milestones in the History of Psychology (Union Square & Co. Milestones)",Wade E. Pickren,"Pickren, Wade E.",Philip G. Zimbardo,"=""1402784813""","=""9781402784811""",0,4.04,Union Square & Co.,Hardcover,528,2014,2014,,2023/06/28,to-read,to-read (#195),to-read,,,,0,0
18552901,"A Critical History and Philosophy of Psychology: Diversity of Context, Thought, and Practice",Richard T.G. Walsh,"Walsh, Richard T.G.","Thomas Teo, Angelina Baydala, Tony Walsh","=""0521691265""","=""9780521691260""",0,4.00,Cambridge University Press,Paperback,728,2014,2014,,2023/06/28,to-read,to-read (#194),to-read,,,,0,0
57646688,"Love and Freedom: Transcending Monogamy and Polyamory (Diverse Sexualities, Genders, and Relationships)",Jorge N. Ferrer,"Ferrer, Jorge N.",,"=""1538156563""","=""9781538156568""",0,3.36,Rowman & Littlefield Publishers,Hardcover,212,2021,,,2023/06/27,currently-reading,currently-reading (#1),currently-reading,,,,1,0
2758136,World War II for Beginners (A WRITERS AND READERS DOCUMENTARY COMIC BOOK),Errol Selkirk,"Selkirk, Errol",,"=""0863161030""","=""9780863161032""",5,3.94,Writers & Readers,Paperback,176,1991,1991,2023/06/27,2023/06/20,,,read,,,,1,0
13239026,"Japanese Philosophy: A Sourcebook (Nanzan Library of Asian Religion and Culture, 5)",James W. Heisig,"Heisig, James W.","Thomas P. Kasulis, John C. Maraldo","=""0824836189""","=""9780824836184""",0,4.44,University of Hawai‘i Press,Paperback,1376,2011,2011,,2023/06/23,to-read,to-read (#193),to-read,,,,0,0
25692796,History of the Ancient World: A Global Perspective (The Great Courses),Gregory S. Aldrete,"Aldrete, Gregory S.",,"=""""","=""""",4,4.40,,Audible Audio,24,2013,,2023/06/23,2023/06/12,,,read,4.5,,,1,0
16884,The Making of the Atomic Bomb,Richard Rhodes,"Rhodes, Richard",,"=""0684813785""","=""9780684813783""",0,4.38,Simon & Schuster,Paperback,886,1995,1986,,2023/06/14,to-read,to-read (#192),to-read,,,,0,0
3334951,Comparative Religion,A.C. Bouquet,"Bouquet, A.C.",,"=""0140200894""","=""9780140200898""",0,3.39,Penguin Books,Paperback,328,1973,1941,,2023/06/10,to-read,to-read (#191),to-read,,,,0,0
6759,Infinite Jest,David Foster Wallace,"Wallace, David Foster",,"=""""","=""""",5,4.26,Back Bay Books,Paperback,1088,2005,1996,2023/06/10,2022/03/17,,,read,Wow. <br/>Where to begin?,,,1,0
26195941,The Age of Surveillance Capitalism: The Fight for a Human Future at the New Frontier of Power,Shoshana Zuboff,"Zuboff, Shoshana",,"=""1610395697""","=""9781610395694""",4,4.06,PublicAffairs,Hardcover,691,2019,2018,2023/06/10,2023/02/02,,,read,"Should be mandatory reading for any person in tech, especially software developers (or at least sections of it)",,,1,0
50419709,"Shaman: Invoking Power, Presence and Purpose at the Core of Who You Are",Ya’Acov Darling Khan,"Khan, Ya’Acov Darling",,"=""1401960804""","=""9781401960803""",0,4.29,Hay House,Paperback,304,2020,,,2023/06/09,to-read,to-read (#190),to-read,,,,0,0
86145,The Well-Educated Mind: A Guide to the Classical Education You Never Had,Susan Wise Bauer,"Bauer, Susan Wise",,"=""0393050947""","=""9780393050943""",0,3.99,W. W. Norton  Company,Hardcover,432,2003,2003,,2023/06/05,to-read,to-read (#189),to-read,,,,0,0
33991763,The Alzheimer's Solution: A Breakthrough Program to Prevent and Reverse the Symptoms of Cognitive Decline at Every Age,Dean Sherzai,"Sherzai, Dean",Ayesha Sherzai,"=""0062666479""","=""9780062666475""",0,4.34,HarperOne,Hardcover,368,2017,,,2023/06/02,to-read,to-read (#188),to-read,,,,0,0
61423854,Built to Move: The Ten Essential Habits to Help You Move Freely and Live Fully,Kelly Starrett,"Starrett, Kelly",Juliet Starrett,"=""0593534808""","=""9780593534809""",0,4.28,Knopf,Hardcover,336,2023,2023,,2023/06/02,to-read,to-read (#187),to-read,,,,0,0
13594266,"Becoming a Supple Leopard: The Ultimate Guide to Resolving Pain, Preventing Injury, and Optimizing Athletic Performance",Kelly Starrett,"Starrett, Kelly",Glen Cordoza,"=""1936608588""","=""9781936608584""",0,4.39,Victory Belt Publishing,Hardcover,400,2013,2013,,2023/06/02,to-read,to-read (#186),to-read,,,,0,0
37488328,Re-Engineering Humanity,Brett Frischmann,"Frischmann, Brett",Evan Selinger,"=""1316601099""","=""9781316601099""",0,3.76,Cambridge University Press,Paperback,410,2019,2018,,2023/06/02,to-read,to-read (#185),to-read,,,,0,0
1237300,The Shock Doctrine: The Rise of Disaster Capitalism,Naomi Klein,"Klein, Naomi",,"=""0805079831""","=""9780805079838""",0,4.27,Metropolitan Books,Hardcover,558,2007,2007,,2023/06/01,to-read,to-read (#184),to-read,,,,0,0
540372,"Wait Until Spring, Bandini (The Saga of Arturo Bandini, #1)",John Fante,"Fante, John",,"=""0876855540""","=""9780876855546""",0,4.10,EccoPress,Paperback,266,2002,1938,,2023/06/01,to-read,to-read (#183),to-read,,,,0,0
11756888,We Happy Few,Helen Howe,"Howe, Helen",,"=""""","=""""",0,4.00,,,,,,,2023/06/01,to-read,to-read (#182),to-read,,,,0,0
18079689,Social Physics: How Good Ideas Spread— The Lessons from a New Science,Alex Pentland,"Pentland, Alex",,"=""1594205655""","=""9781594205651""",0,3.53,Penguin Press,Hardcover,320,2014,2014,,2023/05/30,to-read,to-read (#181),to-read,,,,0,0
55990,Walden Two (Hackett Classics),B.F. Skinner,"Skinner, B.F.",,"=""0872207781""","=""9780872207783""",0,3.52,"Hackett Publishing Company, Inc.",Paperback,320,2005,1948,,2023/05/26,to-read,to-read (#180),to-read,,,,0,0
9998,The Woman in the Dunes,Kōbō Abe,"Abe, Kōbō",,"=""0679733787""","=""9780679733782""",0,3.89,Vintage,Paperback,241,1991,1962,,2023/05/26,to-read,to-read (#179),to-read,,,,0,0
374233,If on a Winter's Night a Traveler,Italo Calvino,"Calvino, Italo",William Weaver,"=""""","=""9780088619451""",3,4.04,L&OD Key Porter,Paperback,260,1982,1979,2023/05/22,2022/01/14,,,read,,,,1,0
39398648,The 1002nd Book to Read Before You Die,M.J. Nicholls,"Nicholls, M.J.",,"=""1944697624""","=""9781944697624""",0,3.64,Sagging Meniscus Press,Paperback,218,2018,2018,,2023/05/20,to-read,to-read (#178),to-read,,,,0,0
61129785,"Brain Energy: A Revolutionary Breakthrough in Understanding Mental Health--and Improving Treatment for Anxiety, Depression, OCD, PTSD, and More",Christopher M. Palmer,"Palmer, Christopher M.",,"=""1637741588""","=""9781637741580""",4,4.16,BenBella Books,Hardcover,320,2022,2022,2023/05/20,2023/04/27,,,read,,,,1,0
552008,Scum of the Earth,Arthur Koestler,"Koestler, Arthur",,"=""0907871496""","=""9780907871491""",0,4.32,Eland,Paperback,253,2006,1941,,2023/05/20,to-read,to-read (#177),to-read,,,,0,0
30676,The Act of Creation,Arthur Koestler,"Koestler, Arthur",,"=""0140191917""","=""9780140191912""",0,4.25,Arkana/Penguin,Paperback,752,1990,1964,,2023/05/20,to-read,to-read (#176),to-read,,,,0,0
496585,The Divided Self: An Existential Study in Sanity and Madness,R.D. Laing,"Laing, R.D.",,"=""0140135375""","=""9780140135374""",0,4.10,Penguin,Paperback,224,1965,1960,,2023/05/19,to-read,to-read (#175),to-read,,,,0,0
50611052,"The Rise and Triumph of the Modern Self: Cultural Amnesia, Expressive Individualism, and the Road to Sexual Revolution",Carl R. Trueman,"Trueman, Carl R.",Rod Dreher,"=""1433556332""","=""9781433556333""",0,4.58,Crossway,Hardcover,432,2020,2020,,2023/05/07,to-read,to-read (#174),to-read,,,,0,0
815783,Blood Red Snow: The Memoirs of a German Soldier on the Eastern Front,Günter K. Koschorrek,"Koschorrek, Günter K.",,"=""0760321981""","=""9780760321980""",4,4.25,Zenith Press,Paperback,320,2005,1998,2023/05/06,2020/06/30,,,read,,,,1,0
52135974,Too Far Afield,Günter Grass,"Grass, Günter",,"=""""","=""""",0,2.00,,Kindle Edition,,2019,,,2023/05/05,to-read,to-read (#173),to-read,,,,0,0
829616,Lateral Thinking,Edward de Bono,"Bono, Edward de",,"=""0140137793""","=""9780140137798""",0,3.77,Penguin UK,Paperback,272,1991,1970,,2023/05/05,to-read,to-read (#172),to-read,,,,0,0
50884536,"Models of the Mind: How Physics, Engineering and Mathematics Have Shaped Our Understanding of the Brain",Grace  Lindsay,"Lindsay, Grace",,"=""1472966422""","=""9781472966421""",0,4.39,Bloomsbury Sigma,Hardcover,400,2021,,,2023/05/05,to-read,to-read (#171),to-read,,,,0,0
57901800,The Awakened Brain: The New Science of Spirituality and Our Quest for an Inspired Life,Lisa   Miller,"Miller, Lisa",,"=""198485562X""","=""9781984855626""",0,4.17,Random House,Hardcover,272,2021,2021,,2023/05/05,to-read,to-read (#170),to-read,,,,0,0
33917107,On Tyranny: Twenty Lessons from the Twentieth Century,Timothy Snyder,"Snyder, Timothy",,"=""0804190119""","=""9780804190114""",0,4.19,Tim Duggan Books,Paperback,126,2017,2017,,2023/05/05,to-read,to-read (#169),to-read,,,,0,0
10728838,How the World Works (Real Story (Soft Skull Press)),Noam Chomsky,"Chomsky, Noam","David Barsamian, Arthur Naiman","=""1593764278""","=""9781593764272""",0,4.14,Soft Skull,Paperback,336,2011,2011,,2023/05/04,to-read,to-read (#168),to-read,,,,0,0
45420401,The Shortest History of England,James Hawes,"Hawes, James",,"=""1760641650""","=""9781760641658""",0,3.74,Black Inc,Paperback,272,2019,2019,,2023/05/04,to-read,to-read (#167),to-read,,,,0,0
43868109,Empire of Pain: The Secret History of the Sackler Dynasty,Patrick Radden Keefe,"Keefe, Patrick Radden",,"=""0385545681""","=""9780385545686""",0,4.54,Doubleday,Hardcover,535,2021,2021,,2023/05/04,to-read,to-read (#166),to-read,,,,0,0
51007678,The Japanese: A History in Twenty Lives,Christopher    Harding,"Harding, Christopher",,"=""0241434505""","=""9780241434505""",0,4.14,Allen Lane,Hardcover,528,2020,2020,,2023/05/04,to-read,to-read (#165),to-read,,,,0,0
58330567,Atlas of the Heart: Mapping Meaningful Connection and the Language of Human Experience,Brené Brown,"Brown, Brené",Gavin Aung Than,"=""0399592555""","=""9780399592553""",0,4.33,Random House,Hardcover,301,2021,2021,,2023/05/04,to-read,to-read (#164),to-read,,,,0,0
72254,Russia at War: 1941-1945,Alexander Werth,"Werth, Alexander",,"=""0786707224""","=""9780786707225""",0,4.33,Basic Books,Paperback,1136,1999,1964,,2023/05/04,to-read,to-read (#163),to-read,,,,0,0
84571,"Ivan's War: Life and Death in the Red Army, 1939-1945",Catherine Merridale,"Merridale, Catherine",,"=""0312426526""","=""9780312426521""",0,4.05,Picador,Paperback,462,2006,2005,,2023/05/04,to-read,to-read (#162),to-read,,,,0,0
38500,Women,Charles Bukowski,"Bukowski, Charles",,"=""0061177598""","=""9780061177590""",3,3.82,Ecco,Paperback,291,2014,1978,2023/05/03,2023/04/23,,,read,,,,1,0
48890486,Breath: The New Science of a Lost Art,James Nestor,"Nestor, James",,"=""0735213615""","=""9780735213616""",0,4.15,Riverhead Books,Hardcover,280,2020,2020,,2023/05/02,to-read,to-read (#161),to-read,,,,0,0
25899336,When Breath Becomes Air,Paul Kalanithi,"Kalanithi, Paul",Abraham   Verghese,"=""""","=""""",0,4.40,Random House,Kindle Edition,208,2016,2016,,2023/05/02,to-read,to-read (#160),to-read,,,,0,0
56829,Hackers: Heroes of the Computer Revolution,Steven Levy,"Levy, Steven",,"=""0141000511""","=""9780141000510""",0,4.16,Penguin Books,Paperback,464,2001,1984,,2023/05/01,to-read,to-read (#159),to-read,,,,0,0
53231680,ADHD 2.0 : New Science and Essential Strategies for Thriving with Distraction—From Childhood Through Adulthood,Edward M. Hallowell,"Hallowell, Edward M.",John J. Ratey,"=""0399178732""","=""9780399178733""",0,4.10,Ballantine Books,Hardcover,208,2021,2021,,2023/05/01,to-read,to-read (#158),to-read,,,,0,0
39690,Good Poems for Hard Times,Garrison Keillor,"Keillor, Garrison","Charles Bukowski, Robert  Burns, Hayden Carruth, Raymond Carver, Billy Collins, Noël Coward, Carl  Dennis, E.E. Cummings, Emily Dickinson, Stephen Dobyns, Fleur Adcock, John Donne, Rita Dove, Stephen Dunn, Lawrence Ferlinghetti, Robert Frost, Erica Funkhouser, Donald Hall, Patricia Hampl, Thomas Hardy, Jim Harrison, W.H. Auden, Jennifer Michael Hecht, David Ignatow, John Keats, X.J. Kennedy, Jane Kenyon, Galway Kinnell, Maxine Kumin, Kate Light, Henry Wadsworth Longfellow, Louis MacNeice, Hilaire Belloc, Herman Melville, W.S. Merwin, Edna St. Vincent Millay, Howard Nemerov, Sharon Olds, Mary Oliver, Grace Paley, Lawrence Raab, Kenneth Rexroth, Wendell Berry, Carl Sandburg, John Berryman, Elizabeth Bishop, William Blake, Philip   Booth, Virginia Hamilton Adair, Liesl Mueller","=""0143037676""","=""9780143037675""",0,4.14,Penguin Books,Paperback,344,2006,2005,,2023/04/30,to-read,to-read (#157),to-read,,,,0,0
54734969,"Burn: New Research Blows the Lid Off How We Really Burn Calories, Lose Weight, and Stay Healthy",Herman Pontzer,"Pontzer, Herman",,"=""0525541527""","=""9780525541523""",0,4.15,Avery,Hardcover,384,2021,2021,,2023/04/30,to-read,to-read (#156),to-read,,,,0,0
34272471,"Altered Traits: Science Reveals How Meditation Changes Your Mind, Brain, and Body",Daniel Goleman,"Goleman, Daniel",Richard J. Davidson,"=""0399184384""","=""9780399184383""",0,3.91,Avery,Hardcover,336,2017,2017,,2023/04/29,to-read,to-read (#155),to-read,,,,0,0
38728977,"The Molecule of More: How a Single Chemical in Your Brain Drives Love, Sex, and Creativity—and Will Determine the Fate of the Human Race",Daniel Z. Lieberman,"Lieberman, Daniel Z.",Michael E. Long,"=""1946885118""","=""9781946885111""",4,4.15,BenBella Books,Hardcover,240,2018,2018,2023/04/29,2022/08/24,,,read,,,,1,0
8907,The War of the World: Twentieth-Century Conflict and the Descent of the West,Niall Ferguson,"Ferguson, Niall",,"=""1594201005""","=""9781594201004""",0,4.07,"Penguin Press HC, The",Hardcover,808,2006,2006,,2023/04/29,to-read,to-read (#154),to-read,,,,0,0
12722,The Moon Is Down,John Steinbeck,"Steinbeck, John",,"=""""","=""""",0,3.93,Penguin Classics,Paperback,144,2000,1942,,2023/04/28,to-read,to-read (#153),to-read,,,,0,0
466354,"Little Man, What Now?",Hans Fallada,"Fallada, Hans",Susan Bennett,"=""0897330862""","=""9780897330862""",0,4.01,Academy Chicago Publishers,Paperback,384,2005,1932,,2023/04/28,to-read,to-read (#152),to-read,,,,0,0
26026054,It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,Mark Wolynn,"Wolynn, Mark",,"=""1101980362""","=""9781101980361""",0,3.55,Penguin Life,Hardcover,256,2016,2016,,2023/04/28,to-read,to-read (#151),to-read,,,,0,0
21087479,Iron Gustav: A Berlin Family Chronicle,Hans Fallada,"Fallada, Hans",,"=""""","=""9780141196534""",0,4.27,Penguin Classics,Paperback,586,2014,1938,,2023/04/28,to-read,to-read (#150),to-read,,,,0,0
49919215,This Is Shakespeare,Emma  Smith,"Smith, Emma",,"=""1524748544""","=""9781524748548""",0,4.26,Pantheon Books,Hardcover,368,2020,2019,,2023/01/03,to-read,to-read (#149),to-read,,,,0,0
254316,Cancer Ward,Aleksandr Solzhenitsyn,"Solzhenitsyn, Aleksandr","Nicholas Bethell, David Burg","=""""","=""""",5,4.25,VINTAGE (RAND),Paperback,576,2003,1967,2023/04/23,2022/05/04,,,read,,,,1,0
125286,The Beak of the Finch: A Story of Evolution in Our Time,Jonathan Weiner,"Weiner, Jonathan",,"=""067973337X""","=""9780679733379""",0,4.17,Vintage,Paperback,332,1995,1994,,2023/04/20,to-read,to-read (#148),to-read,,,,0,0
812281,Naming the Mind: How Psychology Found Its Language,Kurt Danziger,"Danziger, Kurt",,"=""0803977638""","=""9780803977631""",0,4.26,SAGE Publications Ltd,Paperback,224,1997,1997,,2023/04/20,to-read,to-read (#147),to-read,,,,0,0
185153,Biology as Ideology: The Doctrine of DNA,Richard C. Lewontin,"Lewontin, Richard C.",,"=""0060975199""","=""9780060975197""",0,3.97,Harper Perennial,Paperback,128,1991,1991,,2023/04/20,to-read,to-read (#146),to-read,,,,0,0
185154,"The Triple Helix: Gene, Organism, and Environment",Richard C. Lewontin,"Lewontin, Richard C.",,"=""0674006771""","=""9780674006775""",0,3.95,Harvard University Press,Paperback,144,2002,1998,,2023/04/20,to-read,to-read (#145),to-read,,,,0,0
27276428,The Gene: An Intimate History,Siddhartha Mukherjee,"Mukherjee, Siddhartha",,"=""""","=""""",0,4.36,Scribner,Hardcover,592,2016,2016,,2023/04/14,to-read,to-read (#144),to-read,,,,0,0
103867,"Descartes' Error: Emotion, Reason and the Human Brain",António R. Damásio,"Damásio, António R.",,"=""014303622X""","=""9780143036227""",0,3.96,Penguin Books Ltd,Paperback,336,2005,1994,,2023/04/14,to-read,to-read (#143),to-read,,,,0,0
40672036,Digital Minimalism: Choosing a Focused Life in a Noisy World,Cal Newport,"Newport, Cal",,"=""052553654X""","=""""",4,4.06,Portfolio,Kindle Edition,302,2019,2019,2023/04/13,2023/04/02,,,read,Nice reminders on why its important to moderate the use digital devices. Interesting comments on financial independence.,,,1,0
8344770,Pathfinders: The Golden Age of Arabic Science,Jim Al-Khalili,"Al-Khalili, Jim",,"=""1846141613""","=""9781846141614""",0,3.94,Allen Lane,Hardcover,336,2010,2010,,2023/04/13,to-read,to-read (#142),to-read,,,,0,0
40910274,The Deep History of Ourselves: The Four-Billion-Year Story of How We Got Conscious Brains,Joseph E. LeDoux,"LeDoux, Joseph E.",,"=""0735223831""","=""9780735223837""",0,3.85,Viking,Hardcover,432,2019,2019,,2023/04/13,to-read,to-read (#141),to-read,,,,0,0
52515160,Why We Drive: Toward a Philosophy of the Open Road,Matthew B. Crawford,"Crawford, Matthew B.",,"=""0062741969""","=""9780062741967""",0,3.97,William Morrow,Hardcover,368,2020,,,2023/04/12,to-read,to-read (#140),to-read,,,,0,0
35068719,Meet the Frugalwoods: Achieving Financial Independence Through Simple Living,Elizabeth Willard Thames,"Thames, Elizabeth Willard",,"=""0062668153""","=""9780062668158""",0,3.75,Harper Business,ebook,256,2018,2018,,2023/04/12,to-read,to-read (#139),to-read,,,,0,0
4934,The Brothers Karamazov,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky, Borut Kraševec, Ива Николова","=""""","=""""",0,4.36,"Farrar, Straus and Giroux",Paperback,796,2002,1880,,2023/04/10,to-read,to-read (#138),to-read,,,,0,0
