Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
9646,Homage to Catalonia,George Orwell,"Orwell, George",,"=""0156421178""","=""9780156421171""",4,4.09,"Harcourt, Inc.(Harvest Book)",Paperback,232,1980,1938,,2021/02/10,,,read,,,,1,0
46170,For Whom the Bell Tolls,Ernest Hemingway,"Hemingway, Ernest",,"=""""","=""""",5,3.98,Scribner,Paperback,471,1995,1940,,2021/02/10,,,read,,,,1,0
4695480,Flesh in Armour: A Novel (The Joseph M. Bruccoli Great War Series),Leonard Mann,"Mann, Leonard",,"=""1570037701""","=""9781570037702""",4,4.14,Univ of South Carolina Pr,Paperback,349,2008,1932,,2021/02/10,,,read,,,,1,0
265734,Inside Out: A Personal History of Pink Floyd,Nick Mason,"Mason, Nick",,"=""0811848248""","=""9780811848244""",5,4.12,Chronicle Books,Paperback,360,2005,2004,,2021/02/10,,,read,,,,1,0
15818498,Unknown Pleasures: Inside Joy Division,Peter Hook,"Hook, Peter",,"=""0062222562""","=""9780062222565""",5,4.13,It Books,Hardcover,416,2013,2012,,2021/02/10,,,read,,,,1,0
1665639,A History of Latin America,George Pendle,"Pendle, George",,"=""0140206205""","=""9780140206203""",4,3.34,Penguin Books,Paperback,272,1963,1963,,2021/02/10,,,read,,,,1,0
135840,Ecstasy,Irvine Welsh,"Welsh, Irvine",Alain Defossé,"=""2879291526""","=""9782879291529""",4,3.60,L'Olivier,Paperback,352,1999,1996,,2021/02/10,,,read,,,,1,0
135836,"Trainspotting (Mark Renton, #2)",Irvine Welsh,"Welsh, Irvine",,"=""0099465892""","=""9780099465898""",4,4.10,Vintage,Paperback,431,1994,1993,,2021/02/10,,,read,,,,1,0
79908,What Am I Doing Here?,Bruce Chatwin,"Chatwin, Bruce",,"=""0099769816""","=""9780099769811""",5,3.91,Vintage,Paperback,384,1998,1989,,2021/02/10,,,read,,,,1,0
79909,In Patagonia,Bruce Chatwin,"Chatwin, Bruce",Nicholas Shakespeare,"=""0142437190""","=""9780142437193""",3,3.68,Penguin Classics,Paperback,199,2003,1977,,2021/02/10,,,read,,,,1,0
48862,Brighton Rock,Graham Greene,"Greene, Graham",J.M. Coetzee,"=""""","=""""",2,3.70,Vintage,Paperback,269,2004,1938,,2021/02/10,,,read,,,,1,0
1019332,As I Walked Out One Midsummer Morning,Laurie Lee,"Lee, Laurie",Leonard Rosoman,"=""0140033181""","=""9780140033182""",4,4.22,Penguin Books,Hardcover,192,1979,1969,,2021/02/10,,,read,,,,1,0
3101,The Longest Journey,E.M. Forster,"Forster, E.M.","Gilbert Adair, Elizabeth Heine","=""0141441488""","=""9780141441481""",4,3.47,Penguin Classics,Paperback,396,2006,1907,,2021/02/10,,,read,,,,1,0
70535,2001: A Space Odyssey,Arthur C. Clarke,"Clarke, Arthur C.",,"=""""","=""""",3,4.17,Roc,Paperback,297,2000,1968,,2020/06/30,,,read,,,,1,0
28964226,A-Z Great Modern Writers,Andy Tuohy,"Tuohy, Andy",Caroline Taggart,"=""1844039137""","=""9781844039135""",3,3.85,Cassell,Hardcover,224,2017,2017,,2021/02/10,,,read,,,,1,0
126077,"Holidays in Hell: In Which Our Intrepid Reporter Travels to the World's Worst Places and Asks, ""What's Funny about This?""",P.J. O'Rourke,"O'Rourke, P.J.",,"=""0802137016""","=""9780802137012""",5,3.92,Grove Press,Paperback,272,2000,1988,,2021/02/10,,,read,,,,1,0
38503,Tales of Ordinary Madness,Charles Bukowski,"Bukowski, Charles",Gail Chiarrello,"=""0872861554""","=""9780872861558""",2,3.87,City Lights Publishers,Paperback,238,1984,1967,,2021/02/10,,,read,,,,1,0
38502,Notes of a Dirty Old Man,Charles Bukowski,"Bukowski, Charles",,"=""""","=""""",4,3.93,City Lights Books,Paperback,204,2001,1969,,2021/02/10,,,read,,,,1,0
36402034,Do Androids Dream of Electric Sheep?,Philip K. Dick,"Dick, Philip K.",,"=""""","=""""",2,4.09,Ballantine Books,Kindle Edition,258,2008,1968,,2021/02/10,,,read,,,,1,0
51210,A Streetcar Named Desire and Other Plays,Tennessee Williams,"Williams, Tennessee",,"=""0141182563""","=""9780141182568""",4,4.09,Penguin Books,Paperback,313,2000,1965,,2021/02/10,,,read,,,,1,0
6436376,The First Third,Neal Cassady,"Cassady, Neal",,"=""""","=""""",3,3.63,City Lights Books,Paperback,222,1971,1971,,2021/02/10,,,read,,,,1,0
247972,Lonesome Traveller,Jack Kerouac,"Kerouac, Jack",,"=""0586038442""","=""9780586038444""",3,3.76,Granada,Paperback,174,1982,1960,,2021/02/10,,,read,,,,1,0
12448,"Look Homeward, Angel",Thomas Wolfe,"Wolfe, Thomas",,"=""0743297318""","=""9780743297318""",3,3.92,Scribner,Paperback,544,2006,1929,,2021/02/10,,,read,,,,1,0
3876,The Sun Also Rises,Ernest Hemingway,"Hemingway, Ernest",,"=""""","=""""",3,3.80,Pan Books,Paperback,189,1957,1926,,2020/06/30,,,read,,,,1,0
54112488,This One Wild and Precious Life: A Hopeful Path Forward in a Fractured World,Sarah Wilson,"Wilson, Sarah",,"=""1760556734""","=""9781760556730""",4,3.82,Macmillan Australia,Hardcover,368,2020,2020,,2021/02/10,,,read,,,,1,0
30553,The Road to Wigan Pier,George Orwell,"Orwell, George",Richard Hoggart,"=""""","=""""",4,3.92,Penguin Classics,Paperback,215,2001,1936,,2021/02/10,,,read,,,,1,0
30474,The Communist Manifesto,Karl Marx,"Marx, Karl","Friedrich Engels, Leon Trotsky, Samuel Moore, Erkin Özalp, Amanda Lee, Antonio Carlos Braga, Aldrin Alexander Evies, Oqtay Eloğlu","=""0140447571""","=""9780140447576""",2,3.64,Penguin Books,Paperback,288,2002,1848,,2021/02/10,,,read,,,,1,0
149267,The Stand,Stephen King,"King, Stephen",Bernie Wrightson,"=""""","=""""",5,4.35,Doubleday Books,Hardcover,1152,1990,1978,,2021/02/10,,,read,,,,1,0
6288,The Road,Cormac McCarthy,"McCarthy, Cormac",,"=""0307265439""","=""9780307265432""",4,3.99,Alfred A. Knopf,Hardcover,241,2006,2006,,2020/06/30,,,read,,,,1,0
172732,The Motorcycle Diaries: Notes on a Latin American Journey,Ernesto Che Guevara,"Guevara, Ernesto Che",Aleida Guevara March,"=""1876175702""","=""9781876175702""",3,3.78,Ocean Press,Paperback,175,2003,1992,,2021/02/10,,,read,,,,1,0
23940,Junky,William S. Burroughs,"Burroughs, William S.","Oliver  Harris, Allen Ginsberg","=""0142003166""","=""9780142003169""",3,3.85,Penguin ,Paperback,166,2003,1953,,2020/06/30,,,read,,,,1,0
7604,Lolita,Vladimir Nabokov,"Nabokov, Vladimir",Craig Raine,"=""""","=""""",3,3.88,Penguin,Paperback,368,1995,1955,,2020/06/30,,,read,,,,1,0
12505,The Idiot,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Anna Brailovsky, Joseph Frank, Constance Garnett","=""0679642420""","=""9780679642428""",3,4.20,Modern Library,Paperback,667,2003,1869,,2020/06/30,,,read,,,,1,0
102305,The Forgotten Soldier,Guy Sajer,"Sajer, Guy",,"=""1574882864""","=""9781574882865""",5,4.37,Potomac Books,Paperback,465,2001,1967,,2020/06/30,,,read,,,,1,0
3869,A Brief History of Time,Stephen Hawking,"Hawking, Stephen",,"=""0553380168""","=""9780553380163""",0,4.21,Bantam Books,Paperback,226,1998,1988,,2020/06/30,to-read,to-read (#12),to-read,,,,0,0
27,Neither Here nor There: Travels in Europe,Bill Bryson,"Bryson, Bill",,"=""0380713802""","=""9780380713806""",0,3.85,William Morrow Paperbacks,Paperback,254,1993,1991,,2020/06/30,to-read,to-read (#11),to-read,,,,0,0
386162,"The Hitchhiker's Guide to the Galaxy (The Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",0,4.23,Del Rey,Paperback,193,2007,1979,,2020/06/30,to-read,to-read (#10),to-read,,,,0,0
1845,Into the Wild,Jon Krakauer,"Krakauer, Jon",,"=""0385486804""","=""9780385486804""",0,4.01,Anchor Books,Paperback,203,1997,1996,,2020/06/30,to-read,to-read (#9),to-read,,,,0,0
1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,"=""0061234001""","=""9780061234002""",0,4.00,William Morrow,Hardcover,268,2006,2005,,2020/06/30,to-read,to-read (#8),to-read,,,,0,0
5107,The Catcher in the Rye,J.D. Salinger,"Salinger, J.D.",,"=""0316769177""","=""9780316769174""",4,3.80,Back Bay Books,Paperback,234,2001,1951,,2020/06/30,,,read,,,,1,0
13079982,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""""","=""""",5,3.97,Simon & Schuster,Kindle Edition,194,2011,1953,,2020/06/30,,,read,,,,1,0
77203,The Kite Runner,Khaled Hosseini,"Hosseini, Khaled",,"=""""","=""""",0,4.34,Riverhead Books,Paperback,371,2004,2003,,2020/06/30,to-read,to-read (#7),to-read,,,,0,0
76171,We,Yevgeny Zamyatin,"Zamyatin, Yevgeny",Clarence Brown,"=""0140185852""","=""9780140185850""",3,3.89,Penguin Twentieth Century Classics,Paperback,226,1993,1924,,2020/06/30,,,read,,,,1,0
29579,"Foundation (Foundation, #1)",Isaac Asimov,"Asimov, Isaac",,"=""0553803719""","=""9780553803716""",0,4.17,Bantam,Hardcover,244,2004,1951,,2020/06/30,to-read,to-read (#6),to-read,,,,0,0
4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0385333846""","=""9780385333849""",3,4.09,Dial Press,Paperback,275,1999,1969,,2020/06/30,,,read,,,,1,0
41817486,A Clockwork Orange,Anthony Burgess,"Burgess, Anthony",,"=""0393341763""","=""9780393341768""",0,4.00,W. W. Norton & Company,Paperback,240,2019,1962,,2020/06/30,to-read,to-read (#5),to-read,,,,0,0
18114322,The Grapes of Wrath,John Steinbeck,"Steinbeck, John",,"=""067001690X""","=""9780670016907""",5,4.00,Viking,Hardcover,479,2014,1939,,2020/06/30,,,read,,,,1,0
18254,Oliver Twist,Charles Dickens,"Dickens, Charles",Philip Horne,"=""""","=""""",0,3.88,Penguin Books,Paperback,608,2003,1838,,2020/06/30,to-read,to-read (#4),to-read,,,,0,0
38447,"The Handmaid’s Tale (The Handmaid's Tale, #1)",Margaret Atwood,"Atwood, Margaret",,"=""""","=""""",3,4.13,Anchor Books,Paperback,314,1998,1985,,2020/06/30,,,read,,,,1,0
343,Perfume: The Story of a Murderer,Patrick Süskind,"Süskind, Patrick",John E. Woods,"=""0140120831""","=""9780140120837""",0,4.03,Penguin Books,Paperback,263,1987,1985,,2020/06/30,to-read,to-read (#3),to-read,,,,0,0
607639,The Beach,Alex Garland,"Garland, Alex",,"=""1573226521""","=""9781573226523""",5,3.97,Riverhead Books,Paperback,436,1998,1996,,2020/06/30,,,read,,,,1,0
28676,American Psycho,Bret Easton Ellis,"Ellis, Bret Easton",,"=""0679735771""","=""9780679735779""",0,3.81,Vintage Contemporaries / Random House,Paperback,399,1991,1991,,2020/06/30,to-read,to-read (#2),to-read,,,,0,0
18864,The Rum Diary,Hunter S. Thompson,"Thompson, Hunter S.",,"=""0684856476""","=""9780684856476""",5,3.84,Scribner / Simon & Schuster,Paperback,224,1999,1998,,2020/06/30,,,read,,,,1,0
249,"Tropic of Cancer (Tropic, #1)",Henry Miller,"Miller, Henry",Anaïs Nin,"=""0802131786""","=""9780802131782""",0,3.67,Grove Press,Paperback,318,1994,1934,,2020/06/30,to-read,to-read (#1),to-read,,,,0,0
240485,Storm of Steel,Ernst Jünger,"Jünger, Ernst",,"=""0141186917""","=""9780141186917""",5,4.13,Penguin Books,Paperback,289,2004,1920,,2020/06/30,,,read,,,,1,0
355697,All Quiet on the Western Front,Erich Maria Remarque,"Remarque, Erich Maria",Arthur Wesley Wheen,"=""0449213943""","=""9780449213940""",4,4.07,Ballantine Books,Mass Market Paperback,296,1987,1928,,2020/06/30,,,read,,,,1,0
49455,Notes from Underground,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky, Donald Fanger","=""067973452X""","=""9780679734529""",4,4.18,Vintage Classics,Paperback,136,1994,1864,,2020/06/30,,,read,,,,1,0
10799,A Farewell to Arms,Ernest Hemingway,"Hemingway, Ernest",,"=""0099910101""","=""9780099910107""",4,3.82,Arrow Books,Paperback,293,2004,1929,,2020/06/30,,,read,,,,1,0
168668,Catch-22,Joseph Heller,"Heller, Joseph",,"=""0684833395""","=""9780684833392""",5,3.99,Simon & Schuster ,Paperback,453,2004,1961,,2020/06/30,,,read,,,,1,0
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""0060929871""","=""9780060929879""",5,3.99,HarperPerennial / Perennial Classics,Paperback,268,1998,1932,,2020/06/30,,,read,,,,1,0
170448,Animal Farm,George Orwell,"Orwell, George","Russell Baker, C.M. Woodhouse","=""0451526341""","=""9780451526342""",5,3.98,Signet Classics,Mass Market Paperback,128,1996,1945,,2020/06/30,,,read,,,,1,0
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""""","=""""",4,4.26,Harper Perennial Modern Classics ,Paperback,323,2006,1960,,2020/06/30,,,read,,,,1,0
40961427,1984,George Orwell,"Orwell, George",,"=""""","=""""",5,4.19,Houghton Mifflin Harcourt,Kindle Edition,298,2013,1949,,2020/06/30,,,read,,,,1,0
